Title,Label
واتس‌آپ برای هزاران کاربر در سراسر جهان قطع شد / رویترز: دلیل قطعی یک حمله سایبری است / واکنش فیسبوک: کذب است؛ دلیل اختلال، فنی است,فناوری
برگزاری اختتامیه نخستین کارسوق فراگیر برنامه‌نویسی با همکاری آکادمی همراه اول,فناوری
افرادی که شتاب تحول دیجیتال در سازمان را کند می کنند,فناوری
پنج خطای معمول حوزه تحول دیجیتال که راهبران ارشد باید بدانند,فناوری
«کلاب هاوس» در اینترنت ثابت هم فیلتر شد,فناوری
اینستاگرام ابزار زمان‌بندی پست‌ها و ویدیوهای Reels را آزمایش می‌کند,فناوری
تصویر تلسکوپ جیمزوب از توده متراکم اسرارآمیز و ستون‌های آفرینش,فناوری
واشنگتن پست: ایلان ماسک ۷۵ درصد نیرو‌های توییتر را اخراج می‌کند؛ توییتر رد کرد,فناوری
احتمال بازبینی امنیتی آمریکا از قرارداد ماسک برای خرید توییتر,فناوری
حمله زاکربرگ به اپل: واتس اپ ما خیلی بهتر از پیامرسان شماست,فناوری
پیش‌بینی تحلیلگران: استارلینک احتمالا تا ۲۰۲۵ به یک شرکت سهامی عام تبدیل می‌شود,فناوری
ناسا می‌خواهد مسافرت با سرعت فراصوت اما بدون انفجارهای صوتی را ممکن کند,فناوری
اگر فیلترینگ پلتفرم‌ها پایدار باشد، حیات بسیاری از بیزینس‌ها تمام می‌شود,فناوری
تولید آیفون ۱۴ پلاس متوقف شد,فناوری
اپل احتمالا در سال ۲۰۲۴ از یک آیپد تاشو رونمایی می‌کند,فناوری
واتس اپ تغییر چهره می‌دهد؛ ۷ ویژگی جدید در راه است,فناوری
گوگل پلی همچنان فیلتر است,فناوری
گوگل ادز رفع فیلتر شد,فناوری
اخباری از رفع فیلتر لینکدین، اسکایپ و اپ استور,فناوری
لینکدین رفع فیلتر شد,فناوری
بازسازی تمام کیهان در یک بازی کامپیوتری,فناوری
اتحادیه فناوران رایانه تهران: خریداران فیلترشکن هایی که کارایی ندارند، برای دریافت حق و حقوقشان به اتحادیه‌ها مراجعه کنند,فناوری
دانشمند، عضو اتاق بازرگانی ایران: قطع اینترنت به معنای فشل شدن سیستم تجارت و توقف کامل فضای کسب و کارهاست / فروش کسب و کارهای خرد و خریدهای اینترنتی متوقف شده / اعتبار تجاری کشور صادرکنندگان در برابر طرف‌های خارجی خدشه دار شده و می‌شود,فناوری
خودتان از قبل باید به این فکر می‌بودید که احیاناً اگر روزی اینستاگرام بسته شود چه اتفاقی می‌افتد؟ از ابتدا نباید از اینستاگرام استفاده می‌کردید,فناوری
دسترسی به VPNها تقریبا غیرممکن شد,فناوری
اگر زمین یک سیاره فراخورشیدی بود، آیا بیگانگان می‌توانستند حیات آن را کشف کنند؟,فناوری
ایلان ماسک بر خلاف گفته قبلی‌اش به تامین مالی اینترنت ماهواره‌ای در اوکراین ادامه خواهد داد,فناوری
حضور همراه اول در نمایشگاه اینوکس کیش 2022,فناوری
سیارکی که بزرگترین دهانه آتشفشانی زمین را ایجاد کرد ۱۵ مایل قطر داشت,فناوری
با قطع سرویس‌های پیامکی، چه بلایی سر کسب‌وکار‌ها آمده است؟ / انجمن صنفی کسب‌وکار‌های اینترنتی: با قطع این سرویس کسب و کار‌ها افت فروش تا ۹۵ درصدی را تجربه می‌کنند,فناوری
جریمه ۱۹ میلیون دلاری اپل برای فروش آیفون بدون شارژر,فناوری
اسپیس ایکس: دیگر قادر به تامین مالی استارلینک در اوکراین نیستیم، پنتاگون هزینه‌ها را برعهده بگیرد,فناوری
روبیکا سکوت خود را شکست/ بگذاریم کاربران در فضای رقابتی، خودشان پلتفرم را انتخاب کنند,فناوری
هشتگ‌های توییتر احتمالا غیرقابل کلیک می‌شوند؛ راهی جدید برای کسب درآمد؟,فناوری
موفقیت ماموریت ناسا فراتر از انتظارها؛ سیارک دیمورفوس از مسیر خود منحرف شد,فناوری
ابداع یک ماده سرامیکی که می‌تواند گوشی‌های هوشمند را متحول کند,فناوری
اینترنت ماهواره‌ای استارلینک در ژاپن به عنوان اولین کشور آسیایی فعال شد,فناوری
سرویس گوگل ادز از دسترس کسب‌وکار‌های ایرانی خارج شده است,فناوری
برگزاری همایش «روز فناوری ایران» در جیتکس با مشارکت و حمایت همراه اول,فناوری
پیام پکن به ایلان ماسک: اینترنت ماهواره‌ای استارلینک نباید در چین ارائه شود,فناوری
مدیرعامل آیگپ ارائه طرح اتصال پیام‌رسان‌ها به یکدیگر را تکذیب کرد,فناوری
همراه اول حامی تیم ملی ورزش‌های الکترونیک کشور در مسابقات جهانی 2022,فناوری
فیزیکدان‌ها نوعی جدید از شبه‌ذره ساختند,فناوری
ابداع الکترودهای چاپ سه‌بعدی برای درمان اختلالات عصبی,فناوری
حضور همراه اول در نمایشگاه بین‌المللی جیتکس 2022,فناوری
کلاه ایمنی مجهز به هوش مصنوعی به آتش‌نشان‌ها قدرت ابرقهرمانی می‌دهد,فناوری
پاسخ تند مدیر واتساپ به اتهام مدیر تلگرام: او خودش یک کپی از تمام پیام های تلگرام دارد، این خطرناک است !,فناوری
نتیجه یک شبیه‌سازی از احتمال شکل‌گیری ماه در چند ساعت حکایت دارد,فناوری
یک رویداد تاریخی؛ سخنرانی یک ربات در مجلس اعیان بریتانیا,فناوری
پیام رسان Session فیلتر شد,فناوری
محققان: تشعشعات هسته‌ای در چرنوبیل، رنگ قورباغه‌ها را به مشکی تغییر داده است,فناوری
متا نوع جدیدی از تبلیغات را به بخش‌های مختلف اینستاگرام اضافه می‌کند,فناوری
برنده نوبل فیزیک ۲۰۲۲: در تلاشم از این همه توجه جان سالم به در ببرم,فناوری
برندگان نوبل شیمی ۲۰۲۲ اعلام شدند,فناوری
تغییر موضع ایلان ماسک: آماده خرید توییتر هستم,فناوری
توییتر بالاخره قابلیت ویرایش توییت‌ها را در اختیار کاربران سرویس بلو قرار داد,فناوری
پارلمان اروپا رای مثبت داد: تمام شرکت‌ها از جمله اپل باید از پورت USB-C استفاده کنند,فناوری
سه دانشمند از آمریکا، فرانسه و اتریش بطور مشترک جایزه نوبل فیزیک سال ۲۰۲۲ را دریافت کردند,فناوری
زمان استفاده از بسته‌های اینترنت تمدید می شود,فناوری
پرتاب موفق یک نمونه آزمایشی فضایی ایران,فناوری
اسکایپ برای ایرانیان رایگان شد!,فناوری
محققان به شواهد جدیدی برای تایید وجود آب مایع در مریخ دست یافتند,فناوری
ایلان ماسک با استارلینک به طوفان‌زدگان «ایان» در فلوریدا اینترنت‌رسانی می‌کند,فناوری
کیهان: با محدودیت‌های ایجاد شده برای پیام‌رسان‌های خارجی، موج استقبال مردم از پیام‌رسان‌های داخلی ایجاد شده,فناوری
رفع فیلتر واتس‌اپ در برخی اپراتورها: اختلال شدید در عملکرد این پیام‌رسان ادامه دارد,فناوری
طوفان ایان پرتاب ماموریت آرتمیس ۱ ناسا را تا اواسط ماه نوامبر به تعویق انداخت,فناوری
فضاپیمای «جونو» نزدیکترین منظره از قمر یخی مشتری را ثبت کرد,فناوری
رسانه آمریکایی: تقاضا برای فیلترشکن در ایران 3 هزار درصد افزایش یافت!,فناوری
اینستاگرام قابلیت ایجاد و اشتراک‌گذاری یادداشت‌ها را آزمایش می‌کند,فناوری
نخستین رصد همزمان جیمز وب و هابل رقم خورد,فناوری
دو «اَبَر عطارد» نادر در یک سامانه ستاره‌ای کشف شدند,فناوری
تلاش خود را برای تقویت پلتفرم‌های داخلی برای میزبانی کسب و کار‌ها به کار بسته ایم / محدودیت‌ها توسط مراجع ذیصلاح امنیتی به ما ابلاغ شده؛ برداشتن آن‌ها هم به تشخیص همان مراجع است,فناوری
عملیات موفقیت آمیز؛ فضاپیمای ناسا به یک سیارک «برخورد» کرد,فناوری
چین سه ماهواره به فضا پرتاب کرد,فناوری
دانشمندان: حیات در مریخ احتمالا زمان شکل گیری زمین وجود داشته است,فناوری
نزدیک به دو هزار انفجار رادیویی سریع تنها در دو ماه، دانشمندان را با معماهای جدیدی روبه‌رو کرد,فناوری
ایجاد یک مدل سه‌بُعدی خیره‌کننده‌ از سحابی چشم گربه,فناوری
واتس‌اپ روی توسعه قابلیت ساخت استیکر از آواتار کاربران کار می‌کند,فناوری
"شمارش معکوس تا برخورد فضاپیمای ""دارت"" به یک سیارک / ماجرای اصابت عمدی فضاپیمای ناسا به این سیارک چیست؟",فناوری
ماجرای صفر شدن بدهی مشترکان موبایل چه بود؟,فناوری
کلون‌سازی گرگ قطبی برای اولین بار؛ دانشمندان به حفظ گونه‌های در معرض خطر امیدوار شدند,فناوری
اینستاگرام امکان انتشار استوری‌هایی با حداکثر زمان ۶۰ ثانیه را برای تمام کاربران فراهم کرد,فناوری
یک محقق: بشر قبل از ورود به مریخ، بیش از ۶ هزار کیلوگرم زباله در آن ایجاد کرده است,فناوری
لینکدین فیلتر شد,فناوری
ماموریت انتحاری کاوشگر ناسا؛ شمارش معکوس برای تغییر مسیر حرکت یک سیارک,فناوری
عربستان سعودی سال آینده یک زن را به فضا می‌فرستد,فناوری
یک کشف علمی شگفت انگیز: جنین در رحم مادر به مزه واکنش نشان می‌دهد,فناوری
پهپادهایی که با الهام از زنبورعسل سازه ۳ بُعدی می‌سازند,فناوری
گوگل پلی و اپ استور مسدود شدند,فناوری
واتساپ: ما شماره های ایران را مسدود نکرده ایم,فناوری
معاون وزیر ارتباطات: فعالیت پیام رسان‌های داخلی بدون وقفه ادامه دارد,فناوری
محققان: قمر زحل تقریبا همه اجزای لازم برای پدید آمدن حیات را در بر دارد,فناوری
تلاش برای کشف سیارات دوردست به کمک زباله‌هایی که در «نقاط لاگرانژی» جمع شده‌اند,فناوری
"۲ فضانورد عربستان با کپسول شرکت ""اسپیس ایکس"" به فضا می‌روند",فناوری
فراخوان جدید طرح پژوهانه همراه اول برای حمایت از پایان‌نامه‌ها و طرح‌های پژوهشی,فناوری
اینستاگرام فیلتر شد؟ / نت بلاکس تایید کرد: دسترسی به اینستاگرام در ایران محدود شده,فناوری
"آغاز سال تحصیلی با پویش ""همه حاضر"" در آیگپ",فناوری
آغاز فروش گوشی‌ هوشمند در فروشگاه آنلاین همراه اول,فناوری
تهیه گراف توییتر از طریق محصولی ایرانی برای درک عمیق ارتباطات,فناوری
آخرین مدل نیسان ماکسیما وارد بازار شد؛ پایانی برای عرضه یک سدان محبوب و موفق,فناوری
ساخت ماسکی با حسگرهای پیشرفته که می‌تواند ویروس‌های کووید و آنفولانزا را تشخیص دهد,فناوری
باگ عجیب آیفون ۱۴ پرو؛ کاربران از لرزیدن دوربین در اپ‌های شخص ثالث شکایت می‌کنند,فناوری
ایلان ماسک: اکنون اینترنت استارلینک در همه قاره‌‌ها حتی قطب جنوب در دسترس است,فناوری
طرح دانشمند ایرانی ناسا برای ردیابی کربن ذخیره‌شده در درختان,فناوری
رضایت زائران اربعینی از ابتکار همراه اول در ارایه بسته نامحدود اینترنت,فناوری
موتورسیکلت پرنده‌ای که ۴۰ دقیقه پرواز می‌کند؛ از هاوربایک استارت آپ ژاپنی رونمایی شد,فناوری
ساخت دستگاه ارزان تشخیص تغییر اندازه تومورهای سرطانی,فناوری
دانشمندان احتمالا تعداد دریاچه‌های باستانی مریخ را دست‌ پایین گرفته‌اند,فناوری
امکان شرکت در قرعه‌کشی بزرگ بروزرسانی اپلیکیشن همراه من تا 31 شهریور تمدید شد,فناوری
دستاورد بزرگ دانشمندان: برای اولین بار یک قطعه فلز در مدار زمین برش داده شد,فناوری
احتمال شکایت کاربران از سامسونگ؛ مشتریان از دوام گوشی‌های تاشو راضی نیستند,فناوری
ایرکانادا قصد دارد در آینده از هواپیماهای برقی استفاده کند,فناوری
بازدید رئیس‌جمهور ونزوئلا از غرفه همراه اول در نمایشگاه محصولات دانش‌بنیان و فناور ایرانی در ونزوئلا,فناوری
اوبر حمله سایبری به زیرساخت‌های خود را بررسی می‌کند: نوجوان ۱۸ ساله مدعی هک شد,فناوری
"دانشمندان: اخترشناسان احتمالا داده‌های ""جیمزوب"" را اشتباه تفسیر می‌کنند",فناوری
کپی برداری تیک تاک از رقیب تازه نفس,فناوری
سازمان جهانی بهداشت: واکسیناسیون گروه‌های پرخطر و غربالگری کرونا تا پایان همه‌گیری ادامه یابد,فناوری
ادعای یک دانشمند سوئیسی: بشر تا ۲۵ سال آینده احتمالا حیات بیگانه را کشف می‌کند,فناوری
بیل گیتس: مردم می‌گویند من در بدن‌شان تراشه کار گذاشته‌ام! / این تئوری توطئه از بین می‌رود اما اگر مردم را نسبت به واکسن‌ها بی‌میل‌تر کند، غم‌انگیز است,فناوری
نظر پیشرفته‌ترین ربات انسان‌نما در مورد تسخیر زمین: باور کنید جای شما را نمی‌گیریم,فناوری
مذاکرات اسپیس ایکس درباره سرویس ماهواره‌ای آیفون / ایلان ماسک: تیم اپل، فوق العاده باهوش است,فناوری
اینستاگرام ابزار جدید «Gifts» را برای کسب درآمد اینفلوئنسرها آزمایش می‌کند,فناوری
کدام اپراتور خدمات ارزان‌تری در راهپیمایی اربعین ارائه می‌دهد؟,فناوری
وویجر؛ یادگاری باستانی برای آینده‌ای نامعلوم پس از ۵ میلیارد سال,فناوری
امریکا؛ گوجه‌فرنگی بنفش اصلاح‌شده ژنتیکی مجوز تولید گرفت,فناوری
امکان مدیریت پیامک‌های تبلیغاتی فراهم شد,فناوری
اسپیس‌ایکس بزرگ‌ترین ماهواره مخابراتی جهان را به مدار پرتاب کرد,فناوری
اگر عازم عراق هستید، این گزارش را بخوانید تا بهترین سیمکارت را با خود ببرید,فناوری
معرفی بهترین آموزشگاه و روش آموزش کدنویسی کودکان,فناوری
گران‌ترین در جهان؛ آیفون ۱۴ با قیمت پایه ۱۷۰۰ دلار در ترکیه فروخته می‌شود,فناوری
سامسونگ، اپل را مسخره کرد؛ بیش از ۲ سال از ما عقب هستید,فناوری
کشف جدید تلسکوپ هابل: سرنخ‌های ساختار مارپیچی ستاره‌ای در مورد شکل‌گیری جهان,فناوری
همراه با عاشقان اباعبدالله (ع) در مراسم اربعین,فناوری
قابلیت بازنشر پست دیگران به اینستاگرام اضافه می‌شود,فناوری
وکلای ایلان ماسک: افشاگر ضعف‌های امنیتی توییتر ۷ میلیون دلار حق سکوت دریافت کرده است,فناوری
خدمات رایگان روبیکا ویژه زائران اربعین,فناوری
محدودسازی مصرف آزاد اینترنت زائران اربعین در زمان رومینگ,فناوری
برگزاری رویداد تخصصی «فناوری‌های تحول‌آفرین و کشاورزان پیشرو» با موضوع هوشمندسازی,فناوری
آیفون ۱۴ بدون سیم‌کارت فیزیکی و قابلیت ارتباط ماهواره‌ای معرفی شد / رونمایی از اپل واچ اولترا با بدنه‌ای از جنس تیتانیوم و صفحه‌ای با پوشش یاقوت کبود / قیمت آیفون ۱۴ پرو مکس: ۱۰۹۹ دلار، آیفون ۱۴ پرو: ۹۹۹ دلار,فناوری
واتس‌اپ به‌زودی پشتیبانی از iOS ۱۱ و آیفون‌های قدیمی را متوقف می‌کند,فناوری
ساخت پوست مصنوعی خود ترمیم شونده برای ربات‌های انسان نما,فناوری
آیگپ در مسیر پیشرفت/ میثم عسگری: مسئله اصلی نسل سوم هوش مصنوعی بود,فناوری
بسته‌های اینترنتی و ترکیبی همراه‌اول برای زائران اربعین به صرفه‌تر از همه اپراتورهاست,فناوری
پورشه به بورس می‌رود؛ رقابت میلیاردرهای آمریکا، فرانسه و قطر برای خرید خودروساز آلمانی,فناوری
سیارکی ۱۰ برابر سریع‌تر از گلوله تفنگ، فردا از کنار زمین می‌گذرد,فناوری
"ارتباط رایگان در پیاده‌روی اربعین با ""روبیکا""",فناوری
معاون وزیر ارتباطات: موافق ارائه بسته‌های بلند مدت اینترنت همراه نیستیم,فناوری
حمایت مرکز تحقیق‌وتوسعه همراه اول از برگزاری بوتکمپ تخصصی اینترنت اشیاء,فناوری
پخش زنده مراسم رونمایی آیفون 14 از آیگپ,فناوری
همزمان با تصویب طرح صیانت، وزارت ارتباطات از «اینترنت کودکان» رونمایی کرد,فناوری
"سامانه ارتباطی ""بله"" برای اعلام وضعیت اربعین؛ ارتباطی رایگان و بدون اینترنت در راهپیمایی اربعین",فناوری
هزار جایزه 100 گیگابایتی و 10 جایزه 100 میلیون ریالی، با به روزرسانی اپلیکیشن همراه من,فناوری
۱۰ خودرو برقی موجود در بازار که بیشترین مسافت را با هر بار شارژ طی می کنند,فناوری
اولین پایگاه‌های انسان روی ماه می‌توانند سازه‌های باد شدنی باشند,فناوری
بندهای این ساعت برای گرفتن فشار خون باد می‌کند/ ساعت هوشمندی که نوار قلبی می‌گیرد,فناوری
گوگل پلی دسترسی ایرانی‌ها را محدود کرد؟ / یک کارشناس: گوگل پلی حدود چهار هفته است که با روش «شناسایی از حساب کاربری»، کاربران را شناسایی می‌کند,فناوری
بسته‌های اینترنتی و ترکیبی همراه‌اول برای زائران اربعین به صرفه‌تر از همه اپراتورهاست,فناوری
۹ باور غلط درباره افزایش طول عمر باتری گوشی؛ از تخلیه باتری تا ۰ درصد قبل از شارژ تا استفاده نکردن حین شارژ,فناوری
پیام‌های خوانده‌نشده واتساپ فیلتر می‌شوند,فناوری
"ناسا: پرتاب ""آرتمیس ۱"" تا چند هفته آینده انجام نخواهد شد",فناوری
سایت هایی که به کمک طراحی اپلیکیشن معروف تر شدند!,فناوری
خدمات ویژه همراه اول به زائران اربعین,فناوری
تلگرام برای افزایش امنیت کاربران، احتمالا ورود به اکانت با تاییدیه ایمیلی را ممکن می‌کند,فناوری
فضاپیمای ناسا باز هم دچار نقص فنی شد / تعویق دوباره مأموریت «آرتمیس یک» حین شمارش معکوس,فناوری
چین از پر پیچ و خم‌ترین برج جهان رونمایی کرد / طراحی «رقص نور» با الهام از شفق‌های قطبی,فناوری
گوشی های نسل جدید آیفون و اندروید بزودی به اینترنت ماهواره ای متصل می شوند / آذری جهرمی: فیلترینگ گسترده ضریب نفوذ این خدمات را تقویت می کند,فناوری
سامسونگ شارژر و کابل USB را از بسته‌بندی گوشی‌های خود حذف می ‎کند,فناوری
جیمز وب، جزئیات خیره‌کننده‌ای از کهکشان مارپیچی «فانتوم» را ثبت کرد,فناوری
کشف اسرار جدید از «عروس دریایی جاودانه»؛ دانشمندان به دنبال سرنخ‌هایی برای انسان هستند,فناوری
ابداع یک باتری زیست‌تخریب‌پذیر با استفاده از پوست خرچنگ,فناوری
توییتر تسلیم شد؛ ویرایش کنید اما تاریخچه تغییرات باقی می‌ماند,فناوری
اختلال در شبکه‌های ارتباطی و اینترنت برخی از مناطق شمال کشور / مدیرکل ارتباطات مازندران: مسیر فیبر نوری قطع شده بود,فناوری
اینستاگرام راه‌های جدیدی را برای نمایش پست‌های پیشنهادی آزمایش می‌کند,فناوری
تولید قرص جدیدی که خطر مرگ را در بیماران قلبی تا ۳۳ درصد کاهش می‌دهد,فناوری
۲۷پله سقوط؛ رتبه ایران در «رفاه دیجیتال»، هشتاد‌وسوم در بین ۱۱۰ کشور جهان,فناوری
پاول دورف: ۷۰ درصد نام‌های کاربری تلگرام را ایرانی‌ها رزرو کرده بودند,فناوری
برای اولین بار آزمایش شد؛ جلوگیری از پرخوری با کاشت ایمپلنت در مغز,فناوری
افتتاح پروژه‌های 5G همراه اول در تبریز، اهواز و کیش,فناوری
چوب وزارت ارتباطات لای چرخ اقتصاد ایران / کندی ها و اختلالات، فروش اینستاگرامی ها ر ا نصف کرد!,فناوری
بحران 2020، فرصتی جسورانه برای تحول دیجیتال شد/سوار شدن بر اسب تازی,فناوری
تداوم اختلال در دسترسی به اینستاگرام در ایران / ظاهرا هدف اصلی وزارت ارتباطات این است که موجودیت اینترنت را نابود کند / کارهای وسیعی برای مسدودسازی و اختلال در اینترنت دارند انجام می دهند,فناوری
ماموریت آرتمیس؛ برنامۀ پرتاب موشک پیشران به دلیل مشکل فنی لغو شد,فناوری
نمره قبولی آموزش دیجیتالی در ایران / چشم نظام تعلیم به G5 دوخته شد,فناوری
پایان شهریور آخرین فرصت استفاده از امتیازات شش ماهه اول سال در آیگپ,فناوری
اینستاگرام تکذیب کرد: موقعیت مکانی دقیق کاربران به اشتراک گذاشته نمی‌شود,فناوری
محققان: اجداد انسان‌ها احتمالا ۷ میلیون سال پیش شروع به حرکت روی دو پا کردند,فناوری
مسئولیت حراست از زمین در مقابله با خطر برخورد اجرام فضایی با کیست؟,فناوری
تصویر جیمز وب از حلقه اینشتین در فاصله ۱۲ میلیارد سال نوری زمین,فناوری
سال آینده اینترنت ماهواره‌ای استارلینک به گوشی‌های موبایل می‌آید,فناوری
کشفیات جدید مریخ‌نورد «پشتکار»؛ سنگ‌های سیاره سرخ، «سبز» هم هستند,فناوری
ادعای جدید دانشمندان: شاید دو سیارک مسئول نابودی دایناسورها باشند,فناوری
اتصال خودروها از تسلا تا تویوتا/ایران با 5G و IOT به کمک صنعت خودروسازی می‌رود,فناوری
منابع غیررسمی می‌گویند ترافیک اینستاگرام در ایران کاهش ۵۰ درصدی داشته / چین و ایران یک سیستم فیلترینگ را انتخاب کرده‌اند,فناوری
عجیب‌ترین هک تاریخ و سرقت اطلاعات ۲۵ میلیون کاربر,فناوری
شباهت‌های جهان و مغز انسان؛ آیا کیهان هم فکر می‌کند؟,فناوری
توییتر رسما بخش پادکست‌ را به پلتفرم خود اضافه کرد,فناوری
مارک زاکربرگ: هدست واقعیت مجازی متا حدود ٢ ماه دیگر از راه می‌رسد,فناوری
کشف یک سیاره فراخورشیدی که می‌تواند میزبان حیات بیگانه باشد,فناوری
کشف جدید تلسکوپ جیمز وب؛ برای نخستین بار دی‌اکسیدکربن در جو سیاره‌ای فراخورشیدی شناسایی شد,فناوری
خودروهای تسلا به اینترنت ماهواره‌ای استارلینک متصل می‌شوند,فناوری
محقق ایرانی در سوئیس ماده‌ای کشف کرد که حافظه دارد,فناوری
کدام شرکت اینترنت نامحدود خانگی دارد؟,فناوری
اپل تایید کرد: مراسم رونمایی از آیفون ۱۴ در تاریخ ۱۶ شهریور برگزار می‌شود,فناوری
برای نخستین بار؛ آزمایش پهپادها در بیمارستان‌های اروپا با هدف سرعت بخشیدن به پروسۀ انتقال بافت‌های انسانی,فناوری
شارژ ویژه تلفن همراه بانوان از راه رسید,فناوری
طعم فناوری G5 در ایران را ابتدا پزشکان چشیدند/گام بعدی کشاورزی یا صنایع پتروشیمی؟,فناوری
«همراه اول» با نسل چهارم می‌تازد,فناوری
مکلارن سولوس توسط مانی خوشبین خریداری شد؛ یک خودروی تک نفره ۸۲۹ اسب بخاری برای پیست,فناوری
اینستاگرام به کپی‌برداری از پلتفرم‌های رقیب ادامه می‌دهد: این‌بار آزمایش قابلیتی مشابه BeReal,فناوری
تلفن‌های هوشمند اپل؛ از مدل آیفون ۱۴ چه می‌دانیم؟,فناوری
همراه اول موفق به دریافت بالاترین نشان مسؤولیت اجتماعی ایران شد,فناوری
تصاویر بی‌سابقه جیمز وب از سیاره مشتری با جزئیات خیره‌ کننده,فناوری
پیش به سوی اینترنت طبقاتی؟ / وزیر ارتباطات: بزودی اینترنت کودک و نوجوان رونمایی می‌شود,فناوری
زمان مجهول رفع مشکل نامعلوم رایتل,فناوری
واتس‌اپ نمایش استاتوس‌ها در صفحه چت را آزمایش می‌کند,فناوری
دانشمندان: یونجه اولین گیاهی است که می‌توانیم در مریخ بکاریم,فناوری
اپلیکیشن «اوانو» در گوگل‌پلی و کافه بازار ۸ میلیونی شد,فناوری
با این سیستم می‌توان وقوع جرم را پیش‌بینی کرد / هوش مصنوعی در نقش شرلوک هولمز,فناوری
آغاز به کار نخستین کارسوق برنامه‌نویسی پایتون برای دانش‌آموزان توسط آکادمی همراه اول,فناوری
همراه اول بسته اینترنت هدیه خبرنگاری را فعال کرد,فناوری
واتس‌اپ گرفتن اسکرین‌شات از محتواهای یک‌بار قابل مشاهده را متوقف می‌کند,فناوری
دو نقص امنیتی تازه در تمام سیستم عامل‌های اپل؛ هکر‌ها می‌توانند آیفون شما را کاملا کنترل کنند,فناوری
ناسا به زودی مناطق احتمالی فرود بشر بر روی ماه را فاش می‌کند,فناوری
پروژه پهپاد سلفی اسنپ متوقف شد,فناوری
ادعای ایرانسل: عدم دریافت پیامک کد تأیید، حاصلِ سیاست جدید پلتفرم‌های خارجی است؛ به اپراتور‌ها ارتباطی ندارد,فناوری
ادعای خبرگزاری دولت: عدم دریافت پیامک کد تایید، مربوط به سیاست‌های جدید پلتفرم‌های خارجی است,فناوری
تشریح آخرین دستاوردهای بومی همراه اول برای معاونان وزیر صمت,فناوری
آدیداس از یک هدفون بی‌سیم خورشیدی رونمایی کرد؛ امکان شارژ با نور طبیعی و مصنوعی,فناوری
متاورس؛ آیا ارتباطات انسانی محکوم به نابودیست؟,فناوری
اسپیس‌ایکس: استارلینک را هک کنید؛ ۲۵ هزار دلار جایزه بگیرید,فناوری
اختلال در دریافت کد فعال‌سازی تلگرام؛ اپراتورهای همراه: دستوری مبنی‌ بر مسدود شدن پیامک صادر نشده,فناوری
اینترنت نامحدود ماهانه یک اپراتور به قیمت 3 بسته آدامس موزی,فناوری
وجود آب روی زمین می‌تواند «منشأ سیارکی داشته باشد»,فناوری
روشی جدید برای بهبود عملکرد وکلا؛ استفاده از تراشه در مغز برای اسکن سریع چندین سال سابقه,فناوری
بازگشت ناسا به ماه؛ در دل مرکز فرماندهی ماموریت «آرتمیس ۱» چه می‌گذرد؟,فناوری
محدود شدن دسترسی به اینستاگرام در ایران به دنبال کاهش پهنای باند توسط وزارت ارتباطات,فناوری
استان‌های خوش مصرف در G3 و G4,فناوری
17 اپلیکیشن برتر برای آموزش زبان انگلیسی,فناوری
ساخت مدل جدید پورشه با الهام از یک شخصیت کارتونی,فناوری
درخشش تیم ملی المپیاد کامپیوتر کشورمان در رقابت‌ جهانی المپیاد علمی با حمایت آکادمی همراه اول,فناوری
سامانه اعلام وضعیت اربعین بله ؛ عمود به عمود با بله در پیاده‌ روی اربعین,فناوری
چگونه در واتس‌ اپ عکس و فیلم «یک بار مشاهده» ارسال کنیم / آیا می‌توان اسکرین‌شات گرفت؟,فناوری
تلگرام با پلتفرم جدید ایموجی‌ها و تنظیمات بیشتر برای حریم خصوصی آپدیت شد,فناوری
سلاح‌های ضد ماهواره‌ای چیستند و چگونه فضا را تهدید می‌کنند؟,فناوری
واتس‌اپ امکان تایید اعضای جدید گروه‌ها را برای ادمین‌ها فراهم می‌کند,فناوری
ایلان ماسک قصد راه‌اندازی شبکه‌ اجتماعی مخصوص خود را دارد,فناوری
100 پارتی در آیگپ | شما هم دعوتید,فناوری
ناسا: یک سیارک خطرناک به اندازه یک نهنگ آبی از کنار زمین عبور می‌کند,فناوری
مارک کیوبن، میلیاردر آمریکایی: خرید زمین در متاورس احمقانه‌ترین کار ممکن است,فناوری
نتیجه یک تحقیق: از دانش آموزان امتحان نگیرید، مغزشان را اسکن کنید,فناوری
خط‌و‌نشان چینی‌ها برای ایلان ماسک؛ شیائومی از سایبروان، رقیب ربات انسان نمای تسلا رونمایی کرد,فناوری
گوشی‌های گران‌قیمت سامسونگ رونمایی شدند / زد فولد و زد فلیپ ۴ آماده ورود به بازار,فناوری
ساخت رباتی که ۳ برابر سریع‌تر از یوزپلنگ حرکت می‌کند,فناوری
فناوری تلفن همراه در ایران 28 ساله شد,فناوری
چندین قابلیت‌ امنیتی جدید به واتس‌اپ اضافه می‌شود,فناوری
آیا ربات‌ها می‌توانند ما را به نحوی فریب دهند که تصور کنیم انسان هستند؟,فناوری
پژوهشگران: ۲۵ درصد از گردوغبار ستاره‌ای نتیجه انفجارهای عظیم کیهانی است,فناوری
آکادمی همراه اول حامی تیم ملی المپیاد کامپیوتر کشور در مسابقات جهانی اندونزی,فناوری
حذف پیام‌ها در واتساپ طولانی مدت شد,فناوری
انتشار اولین تصاویر ماهواره «خیام» ، ماه دیگر,فناوری
